ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0000440,8203358602,2025-04-16,-11365.70,Debit Card,POS PURCHASE,False
TXN0000125,7663543560,2025-03-21,2920.35,ACH Credit,Payroll Deposit,False
TXN0002756,4045686266,2025-02-13,-18174.41,Internal Transfer,Account Transfer,False
TXN0002350,6100567262,2025-06-04,-43442.18,Wire Transfer,Incoming Wire,False
TXN0002824,8858128932,2025-01-13,34582.06,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003719,2861710394,2025-05-30,-17271.99,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005134,3164579163,2025-04-22,671.70,ACH Credit,Payroll Deposit,False
TXN0000252,4151275527,2025-06-04,-20079.30,Wire Transfer,Outgoing Wire,False
TXN0005431,5597846239,2025-03-20,-25084.08,Internal Transfer,Account Transfer,False
TXN0001671,9958533208,2025-04-28,31653.28,Internal Transfer,Account Transfer,False
TXN0000053,4954913395,2025-04-29,-26137.02,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004098,2148653630,2025-05-11,36095.36,Check Deposit,Check Deposit,False
TXN0003096,5522120287,2025-06-22,-40199.45,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003285,1429874499,2025-05-20,-403.76,Debit Card,POS PURCHASE,False
TXN0002902,6104862263,2025-02-23,16053.59,Check Deposit,CHECK DEPOSIT,False
TXN0000625,3356302170,2025-06-18,-43607.42,Internal Transfer,Account Transfer,False
TXN0005400,8550021894,2025-06-21,-31809.38,Debit Card,POS PURCHASE,False
TXN0001401,1771194937,2025-05-07,-30526.10,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002853,1573997935,2025-02-20,22092.43,ACH Credit,PAYROLL DEPOSIT,False
TXN0000843,9626531921,2025-06-06,24848.10,ACH Debit,Vendor Payment,False
TXN0005089,8767007821,2025-04-14,13826.11,Check Deposit,Check Deposit,False
TXN0002711,6332902915,2025-03-30,-28367.45,Wire Transfer,Incoming Wire,False
TXN0002033,9599417978,2025-01-04,8222.94,Check Deposit,Check Deposit,False
TXN0001786,8773174921,2025-01-13,-31425.15,ACH Debit,VENDOR PAYMENT,False
TXN0001322,9025827248,2025-03-19,-10673.55,Wire Transfer,Outgoing Wire,False
TXN0004641,1337204130,2025-06-29,6640.56,ACH Credit,Payroll Deposit,False
TXN0002087,8119428755,2025-01-23,33030.05,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002244,6790342215,2025-06-18,9202.03,ACH Credit,Payroll Deposit,False
TXN0000180,7761398905,2025-01-17,14005.10,ACH Credit,PAYROLL DEPOSIT,False
TXN0004670,5902443926,2025-02-27,7168.69,Wire Transfer,Incoming Wire,False
TXN0000309,9088702547,2025-05-26,44451.58,Check Deposit,Check Deposit,False
TXN0001869,3903888028,2025-04-04,-20657.28,ACH Debit,Vendor Payment,False
TXN0003736,2185826171,2025-01-10,-5914.29,Wire Transfer,Outgoing Wire,False
TXN0000833,6019382137,2025-02-17,13167.77,Internal Transfer,Account Transfer,False
TXN0001185,9595027907,2025-03-08,25722.55,Check Deposit,Check Deposit,False
TXN0004273,5599732307,2025-06-04,-27782.01,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002250,1019733137,2025-03-23,20588.69,Check Deposit,Check Deposit,False
TXN0004003,5996045344,2025-04-02,43852.64,Check Deposit,Check Deposit,False
TXN0005969,3785638437,2025-02-28,-27682.08,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004153,2648134595,2025-01-04,-895.04,Wire Transfer,Outgoing Wire,False
TXN0000891,3328035061,2025-06-29,4615.83,Check Deposit,Check Deposit,False
TXN0003524,9511857696,2025-04-15,-1303.12,Debit Card,POS PURCHASE,False
TXN0003848,4195819963,2025-05-14,32291.57,ACH Credit,PAYROLL DEPOSIT,False
TXN0005862,8340356663,2025-04-17,5461.17,Check Deposit,Check Deposit,False
TXN0001265,8742718256,2025-03-17,40225.33,Check Deposit,CHECK DEPOSIT,False
TXN0004105,2210668935,2025-03-07,-22401.12,Internal Transfer,Account Transfer,False
TXN0003745,9274361779,2025-02-26,-13559.38,ACH Debit,Vendor Payment,False
TXN0005811,1435040587,2025-04-29,-15993.91,Wire Transfer,Incoming Wire,False
FEE00070,3367502510,2025-04-14,-24.04,Service Charge,Overdraft Fee,True
TXN0005370,9679111525,2025-02-15,-38542.71,Wire Transfer,Outgoing Wire,False
TXN0000426,8465518499,2025-05-16,-23876.02,ACH Debit,VENDOR PAYMENT,False
TXN0005831,5023896187,2025-05-21,-8886.75,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001557,1208647883,2025-02-08,-19248.63,Debit Card,POS PURCHASE,False
TXN0005051,3929487538,2025-04-20,-17750.87,ACH Debit,VENDOR PAYMENT,False
TXN0005951,2973146200,2025-04-07,-38331.93,ACH Debit,Vendor Payment,False
TXN0000088,9157558290,2025-06-28,28601.13,ACH Credit,PAYROLL DEPOSIT,False
TXN0001502,9129620986,2025-05-24,-31264.18,Wire Transfer,Outgoing Wire,False
TXN0004120,2913151018,2025-05-23,-14121.81,Wire Transfer,Incoming Wire,False
TXN0005264,6693948639,2025-06-14,-9930.59,Debit Card,POS Purchase,False
TXN0002370,1755748543,2025-01-18,-3537.63,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000282,9769224496,2025-01-21,-5348.16,Wire Transfer,INCOMING WIRE,False
TXN0003410,7370495016,2025-01-23,42452.51,Check Deposit,Check Deposit,False
TXN0000648,9274819104,2025-05-11,-26181.64,Wire Transfer,Incoming Wire,False
TXN0000178,6291548292,2025-01-04,-15619.55,Debit Card,POS Purchase,False
TXN0004192,4505802832,2025-04-07,-16935.71,Debit Card,POS PURCHASE,False
TXN0004688,2778839435,2025-04-21,-305.64,Internal Transfer,Account Transfer,False
TXN0003629,7317839926,2025-02-19,-32596.72,ACH Debit,Vendor Payment,False
TXN0000064,9320862043,2025-04-14,21827.09,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005460,7848958178,2025-03-10,-146.81,Wire Transfer,Incoming Wire,False
TXN0004776,9573120629,2025-06-18,-43988.71,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004091,5203126296,2025-03-09,-25039.65,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004631,2186087980,2025-02-23,41831.62,ACH Credit,PAYROLL DEPOSIT,False
TXN0003882,8754395648,2025-04-25,-5908.86,Debit Card,POS Purchase,False
TXN0001516,7282240372,2025-01-23,1148.27,Wire Transfer,Outgoing Wire,False
TXN0002592,4601784337,2025-05-30,-27356.63,Wire Transfer,Incoming Wire,False
TXN0005758,2103174030,2025-02-25,44799.65,Check Deposit,CHECK DEPOSIT,False
TXN0000900,2983372046,2025-05-12,5576.62,Check Deposit,Check Deposit,False
TXN0001325,1321803742,2025-06-01,-12690.02,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003886,7455116747,2025-05-19,-41375.21,ACH Debit,Vendor Payment,False
TXN0001948,8314898657,2025-01-24,-9727.30,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001841,8801031816,2025-03-07,-3976.40,Debit Card,POS Purchase,False
TXN0001815,1651751427,2025-06-08,29830.28,Internal Transfer,Account Transfer,False
TXN0000313,6182185207,2025-01-24,-18557.50,Wire Transfer,Incoming Wire,False
TXN0003924,7256541149,2025-06-11,21816.52,Check Deposit,Check Deposit,False
TXN0001408,9216428373,2025-05-20,5969.73,Check Deposit,CHECK DEPOSIT,False
TXN0003967,3062978413,2025-03-12,-19344.30,Wire Transfer,INCOMING WIRE,False
TXN0003207,2766995737,2025-02-26,-21600.95,Debit Card,POS PURCHASE,False
TXN0004300,6853798340,2025-03-03,3506.36,ACH Credit,Payroll Deposit,False
TXN0001106,5059782054,2025-05-21,-22656.78,Internal Transfer,Account Transfer,False
FEE00048,3870038044,2025-03-01,-29.63,Service Charge,Overdraft Fee,True
TXN0000979,1050917646,2025-06-04,43876.47,ACH Credit,Payroll Deposit,False
TXN0000200,9554249874,2025-05-18,-38816.38,ACH Debit,VENDOR PAYMENT,False
TXN0005015,2141214351,2025-03-24,20120.54,Check Deposit,Check Deposit,False
TXN0004271,3909510163,2025-02-27,7847.43,ACH Credit,Payroll Deposit,False
TXN0002734,6823691821,2025-06-03,-1781.96,Wire Transfer,OUTGOING WIRE,False
TXN0001937,2697949510,2025-03-24,36027.10,Check Deposit,Check Deposit,False
TXN0003935,5048120331,2025-05-15,14821.63,Check Deposit,CHECK DEPOSIT,False
FEE00095,1273948737,2025-06-07,21.10,Interest Payment,Interest Credit,True
TXN0004569,7113609720,2025-04-28,-9592.21,Wire Transfer,Incoming Wire,False
TXN0000228,1076654250,2025-06-04,-41607.69,Wire Transfer,Incoming Wire,False
TXN0002264,2470377510,2025-03-27,-638.44,Internal Transfer,Account Transfer,False
TXN0000242,7905164576,2025-01-01,70.71,ACH Credit,Payroll Deposit,False
TXN0002538,2175335875,2025-04-30,268.63,ACH Credit,PAYROLL DEPOSIT,False
TXN0004559,5978692160,2025-05-21,15058.78,ACH Credit,PAYROLL DEPOSIT,False
TXN0000065,8723551522,2025-03-04,29598.46,Check Deposit,Check Deposit,False
TXN0000219,7326989940,2025-02-27,-39724.24,Debit Card,POS PURCHASE,False
TXN0000928,3699189009,2025-04-20,-10115.66,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002299,1849770467,2025-02-18,-8825.22,Wire Transfer,Outgoing Wire,False
TXN0001255,5048493778,2025-04-25,-19907.47,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003107,8084653550,2025-06-08,44613.17,ACH Credit,Payroll Deposit,False
TXN0005571,9647705438,2025-06-05,12384.40,ACH Credit,Payroll Deposit,False
TXN0000293,2154379386,2025-06-21,36995.81,Internal Transfer,Account Transfer,False
TXN0001096,6517536603,2025-06-06,-3305.20,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002437,2097717516,2025-05-23,35478.29,Check Deposit,Check Deposit,False
TXN0002136,6842194789,2025-04-07,12191.75,ACH Credit,Payroll Deposit,False
TXN0003037,8368178024,2025-03-06,-38155.60,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000275,3896437649,2025-01-24,-35842.56,Debit Card,POS Purchase,False
TXN0001529,9371985124,2025-06-07,-13985.24,Wire Transfer,Outgoing Wire,False
TXN0002718,6173754677,2025-05-18,-12268.42,Debit Card,POS Purchase,False
TXN0004599,2098186597,2025-06-12,-2470.30,ACH Debit,Vendor Payment,False
TXN0005063,1820287139,2025-02-07,20545.03,ACH Credit,Payroll Deposit,False
TXN0001615,4508178009,2025-02-23,-594.61,Internal Transfer,Account Transfer,False
TXN0003894,6611081076,2025-04-24,-854.40,ACH Debit,VENDOR PAYMENT,False
TXN0001842,1474757088,2025-03-21,-41680.80,Wire Transfer,INCOMING WIRE,False
TXN0003764,3454770411,2025-04-18,9981.18,ACH Credit,PAYROLL DEPOSIT,False
TXN0000323,7700231727,2025-01-13,-24683.83,ACH Debit,VENDOR PAYMENT,False
TXN0000218,2542488683,2025-06-15,-14394.22,Wire Transfer,Incoming Wire,False
TXN0005422,4204097385,2025-01-25,-36255.96,ACH Debit,Vendor Payment,False
TXN0001206,7237438824,2025-02-06,292.41,Check Deposit,Check Deposit,False
TXN0004340,6077805986,2025-01-23,-7816.52,Internal Transfer,Account Transfer,False
FEE00128,1101525333,2025-06-12,-53.76,Service Charge,Wire Fee,True
TXN0004096,8720317383,2025-06-14,-25444.26,Wire Transfer,Incoming Wire,False
TXN0000194,5062539694,2025-03-22,6837.74,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001831,7653510819,2025-01-10,-20333.04,Debit Card,POS PURCHASE,False
TXN0005919,3918216033,2025-04-20,-43694.40,ACH Debit,Vendor Payment,False
TXN0001112,9657237341,2025-04-28,35037.44,ACH Credit,PAYROLL DEPOSIT,False
TXN0003009,4094902807,2025-05-10,-38003.26,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005207,9130846071,2025-06-26,-34693.91,Debit Card,POS Purchase,False
TXN0002934,1155072459,2025-04-19,25006.92,Check Deposit,Check Deposit,False
TXN0005939,6492860907,2025-04-21,-567.30,Wire Transfer,Incoming Wire,False
TXN0004371,1097215394,2025-04-23,-5395.16,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001428,8697369668,2025-05-10,-32456.38,Wire Transfer,Incoming Wire,False
TXN0003007,5830808425,2025-01-28,44210.97,Check Deposit,Check Deposit,False
TXN0000762,5009985551,2025-01-14,-8984.00,Debit Card,POS Purchase,False
TXN0005079,3954907695,2025-04-17,-34394.30,Wire Transfer,INCOMING WIRE,False
TXN0000970,1683877757,2025-02-21,-7005.27,Wire Transfer,Incoming Wire,False
TXN0001217,4679520854,2025-03-15,-29913.21,Internal Transfer,Account Transfer,False
TXN0005420,3982756765,2025-04-08,28368.66,ACH Credit,PAYROLL DEPOSIT,False
TXN0002154,9328620883,2025-03-21,-40995.06,Wire Transfer,Incoming Wire,False
TXN0002807,4446422195,2025-06-15,-38887.87,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002215,3005211553,2025-06-24,-30409.39,Wire Transfer,INCOMING WIRE,False
TXN0002095,1996988653,2025-02-17,-14047.31,Wire Transfer,Incoming Wire,False
TXN0000095,7886122952,2025-01-14,9132.77,Check Deposit,Check Deposit,False
TXN0002104,3920334698,2025-05-18,-35132.40,Wire Transfer,Incoming Wire,False
TXN0005673,3609694669,2025-03-25,42538.51,ACH Credit,Payroll Deposit,False
TXN0003190,4087571374,2025-06-07,-11900.06,ACH Debit,VENDOR PAYMENT,False
TXN0004424,4896877330,2025-03-25,-17437.69,ACH Debit,Vendor Payment,False
TXN0004054,1443363821,2025-01-05,-44068.13,Debit Card,POS Purchase,False
TXN0001032,7091348606,2025-03-23,33039.93,ACH Credit,PAYROLL DEPOSIT,False
TXN0004123,9268927372,2025-04-08,-6986.42,ACH Debit,VENDOR PAYMENT,False
TXN0005019,5246731231,2025-02-08,-13184.51,Wire Transfer,OUTGOING WIRE,False
TXN0001268,1891481805,2025-03-11,-16687.45,ACH Debit,Vendor Payment,False
TXN0003673,3643673425,2025-01-03,-26035.82,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002717,1137660753,2025-06-19,-41122.50,Wire Transfer,OUTGOING WIRE,False
TXN0005473,6878208759,2025-03-10,40371.90,Check Deposit,Check Deposit,False
TXN0000121,4983659281,2025-06-11,18883.18,Check Deposit,Check Deposit,False
TXN0002586,2661257310,2025-05-20,-37880.09,Debit Card,POS Purchase,False
TXN0004441,7219996653,2025-03-16,16290.50,Check Deposit,Check Deposit,False
TXN0001095,1123324857,2025-03-28,-10306.51,Internal Transfer,Account Transfer,False
TXN0004647,6606101883,2025-06-13,-29754.98,Debit Card,POS Purchase,False
FEE00082,2130600582,2025-05-10,-6.43,Service Charge,Overdraft Fee,True
TXN0000620,5650062200,2025-05-09,-7315.54,Wire Transfer,OUTGOING WIRE,False
TXN0004664,5499644825,2025-02-16,-2767.14,ACH Debit,Vendor Payment,False
TXN0000495,6688715900,2025-04-14,8800.73,Wire Transfer,Incoming Wire,False
TXN0001121,4528978161,2025-06-19,3037.17,Check Deposit,Check Deposit,False
TXN0004423,8929006544,2025-03-17,-15276.92,Wire Transfer,INCOMING WIRE,False
TXN0002089,1966625106,2025-01-15,-28891.72,Wire Transfer,Outgoing Wire,False
TXN0003869,9008627273,2025-02-05,16263.85,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001451,9376163890,2025-02-07,-1872.67,Wire Transfer,Outgoing Wire,False
TXN0004582,9215899033,2025-05-05,-9034.59,Debit Card,POS Purchase,False
TXN0001213,9477042978,2025-05-10,-20065.48,ACH Debit,Vendor Payment,False
TXN0002465,8269924855,2025-06-14,42751.54,ACH Credit,PAYROLL DEPOSIT,False
TXN0005449,2621608693,2025-02-08,36533.13,ACH Credit,PAYROLL DEPOSIT,False
TXN0002764,1403291293,2025-04-30,-23062.57,Internal Transfer,ACCOUNT TRANSFER,False
TXN0000216,2072571500,2025-06-13,-40976.52,Wire Transfer,Outgoing Wire,False
TXN0003837,2325784887,2025-03-20,-18176.78,Wire Transfer,Outgoing Wire,False
TXN0003506,8669971134,2025-03-04,-12188.02,Wire Transfer,Incoming Wire,False
TXN0003284,1514316406,2025-04-05,-18329.37,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001756,1672027880,2025-02-24,-20245.52,ACH Debit,Vendor Payment,False
TXN0002362,4813919979,2025-01-12,-29049.95,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003238,8661824627,2025-05-15,-12820.60,Wire Transfer,INCOMING WIRE,False
TXN0002494,3864579405,2025-03-11,-3143.31,Debit Card,POS Purchase,False
TXN0003359,8396632645,2025-01-29,-23464.35,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002660,5548670409,2025-05-05,37320.79,Check Deposit,CHECK DEPOSIT,False
TXN0004307,3392726885,2025-05-22,34099.56,ACH Credit,Payroll Deposit,False
TXN0005703,6504847491,2025-06-20,-26061.54,Wire Transfer,Outgoing Wire,False
TXN0004748,8425160059,2025-05-19,17803.70,Check Deposit,Check Deposit,False
TXN0001635,8592183828,2025-01-25,-18721.41,ACH Debit,Vendor Payment,False
TXN0005313,7556248525,2025-02-11,-38042.91,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004336,7760295967,2025-04-13,-34740.64,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002409,4328504386,2025-06-16,-44406.05,ACH Debit,Vendor Payment,False
TXN0002176,1263604191,2025-05-10,-39118.63,Wire Transfer,Outgoing Wire,False
TXN0000214,1623673207,2025-05-23,20840.99,ACH Credit,Payroll Deposit,False
TXN0005308,9469401206,2025-02-14,-34769.86,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002446,9172490884,2025-03-26,32842.86,ACH Credit,Payroll Deposit,False
TXN0000244,3657458122,2025-06-25,-26964.44,Wire Transfer,Incoming Wire,False
TXN0001958,7760850431,2025-03-18,965.56,ACH Credit,PAYROLL DEPOSIT,False
TXN0005113,5471639699,2025-03-01,-25143.45,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005031,6536192125,2025-06-29,-35400.59,Wire Transfer,Outgoing Wire,False
TXN0005456,7623119815,2025-03-08,-37580.56,ACH Debit,Vendor Payment,False
TXN0000840,8892461356,2025-05-20,-7482.25,Debit Card,POS Purchase,False
TXN0004248,6116802496,2025-01-03,-22089.80,Debit Card,POS Purchase,False
TXN0000459,6855847625,2025-04-24,-12175.13,Internal Transfer,Account Transfer,False
TXN0005312,2215887023,2025-01-20,-153.74,Debit Card,POS Purchase,False
TXN0002767,5185761723,2025-03-02,-23929.43,Wire Transfer,Incoming Wire,False
TXN0001162,3872963787,2025-04-23,-5442.28,ACH Debit,VENDOR PAYMENT,False
TXN0005906,8671069321,2025-06-20,39792.00,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003622,3422427269,2025-06-18,44538.09,Check Deposit,Check Deposit,False
TXN0003134,5644260100,2025-05-18,27159.88,ACH Credit,Payroll Deposit,False
TXN0003078,6134506538,2025-05-27,7565.80,ACH Credit,PAYROLL DEPOSIT,False
TXN0004679,2209847575,2025-01-22,-24033.25,Wire Transfer,Incoming Wire,False
TXN0000593,6810249294,2025-05-15,18490.07,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004464,7279096834,2025-02-20,-43399.02,Wire Transfer,Incoming Wire,False
TXN0003442,6348524472,2025-01-16,43939.06,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002034,2646864156,2025-03-16,-12128.37,Wire Transfer,INCOMING WIRE,False
TXN0001650,2169570561,2025-01-30,11890.52,Check Deposit,Check Deposit,False
TXN0005732,4527048292,2025-06-25,-18785.20,Debit Card,POS PURCHASE,False
TXN0001130,3545967347,2025-03-31,-28233.61,Wire Transfer,Outgoing Wire,False
TXN0000383,7983989796,2025-03-07,-21855.69,Wire Transfer,Incoming Wire,False
TXN0001705,6860966265,2025-01-16,-37594.10,Wire Transfer,Outgoing Wire,False
TXN0002755,8886890648,2025-04-05,-22909.94,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002048,6232721858,2025-02-06,-10120.91,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003749,8397315983,2025-01-27,-5052.96,ACH Debit,Vendor Payment,False
TXN0003098,8025279747,2025-04-28,-13398.48,Wire Transfer,Incoming Wire,False
TXN0003063,8738768057,2025-04-16,-38902.59,Wire Transfer,OUTGOING WIRE,False
TXN0004716,8862039432,2025-02-17,18433.64,Check Deposit,CHECK DEPOSIT,False
TXN0002378,4670147531,2025-05-27,-10957.11,Debit Card,POS PURCHASE,False
TXN0003889,5596190414,2025-03-23,-41828.51,Wire Transfer,Outgoing Wire,False
TXN0002728,7990467486,2025-01-03,36255.73,ACH Credit,Payroll Deposit,False
TXN0000133,2174104726,2025-04-02,39668.88,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004230,8575286471,2025-04-21,41507.04,ACH Credit,Payroll Deposit,False
TXN0002099,6676926054,2025-03-27,-30551.30,Internal Transfer,Account Transfer,False
TXN0005908,3320015942,2025-06-08,-9047.62,ACH Debit,VENDOR PAYMENT,False
TXN0005683,1616242424,2025-02-22,29233.17,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005744,5975313706,2025-05-28,-1470.94,Debit Card,POS Purchase,False
TXN0001385,6596126755,2025-04-27,-9154.83,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003638,3688254184,2025-02-18,22066.07,ACH Credit,PAYROLL DEPOSIT,False
TXN0001777,2981029371,2025-04-08,-29006.09,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003709,4587105517,2025-01-05,34340.63,ACH Credit,Payroll Deposit,False
TXN0000888,5063426161,2025-01-15,-28444.23,Wire Transfer,OUTGOING WIRE,False
TXN0000008,1430925917,2025-06-08,-11641.03,Wire Transfer,Outgoing Wire,False
TXN0003950,6299776783,2025-06-18,-33756.96,Wire Transfer,Outgoing Wire,False
TXN0005935,1656624757,2025-01-24,600.97,Internal Transfer,Account Transfer,False
TXN0005363,1721001746,2025-02-25,-4872.60,Debit Card,POS Purchase,False
TXN0003670,4653674408,2025-05-09,38762.40,ACH Credit,Payroll Deposit,False
TXN0005468,7933734461,2025-05-12,26137.91,ACH Credit,PAYROLL DEPOSIT,False
TXN0000862,3565522098,2025-06-17,-10692.19,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000825,3035303570,2025-01-03,31340.05,Check Deposit,Check Deposit,False
TXN0004229,9812052039,2025-01-19,-19373.67,Debit Card,POS Purchase,False
TXN0005871,6225026093,2025-01-28,-27243.16,Wire Transfer,Incoming Wire,False
