txn_ref,account_number,ledger_amount,bank_amount,ledger_date,bank_date,category,note
TXN0005041,3236335664,-21460.01,,2025-03-16,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0005091,8776448268,9518.75,9518.75,2025-04-06,2025-04-06,Reconciled,
TXN0001968,9334906421,-42708.06,-42708.06,2025-02-20,2025-02-20,Reconciled,
TXN0003897,1011595545,-3735.32,-3735.32,2025-04-24,2025-04-24,Reconciled,
TXN0005158,8179456025,-21971.57,-21971.57,2025-02-23,2025-02-23,Reconciled,
TXN0003530,8519083057,22272.48,22272.48,2025-03-05,2025-03-05,Reconciled,
TXN0003278,6437998162,-25039.53,-25039.53,2025-04-14,2025-04-14,Reconciled,
TXN0004957,3009380193,-40681.76,-40681.76,2025-03-25,2025-03-25,Reconciled,
TXN0000807,3377813283,26914.11,26914.11,2025-04-17,2025-04-20,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0005023,8711600629,-41254.45,-41254.45,2025-06-08,2025-06-08,Reconciled,
TXN0005277,6066359491,-16959.17,-16959.17,2025-05-12,2025-05-12,Reconciled,
TXN0005122,9327825884,-32948.48,-32948.48,2025-05-25,2025-05-25,Reconciled,
TXN0001611,5110881053,-19013.58,-19013.58,2025-02-08,2025-02-08,Reconciled,
TXN0003179,1801981899,-41073.53,-41073.53,2025-05-31,2025-05-31,Reconciled,
TXN0005446,6865943254,28879.02,28879.02,2025-02-15,2025-02-15,Reconciled,
TXN0000322,6946831250,-14282.20,-14282.20,2025-06-07,2025-06-07,Reconciled,
TXN0005612,5285259308,-40291.34,-40291.34,2025-04-16,2025-04-16,Reconciled,
TXN0005985,6639628616,-11694.56,-11694.56,2025-02-18,2025-02-18,Reconciled,
TXN0000471,5726529550,15436.56,15436.56,2025-05-13,2025-05-13,Reconciled,
TXN0003827,4413085453,-34146.25,-34146.25,2025-05-20,2025-05-20,Reconciled,
TXN0004810,8189804310,-28865.11,-28865.11,2025-05-12,2025-05-13,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001612,3903958703,-30526.40,-30526.40,2025-03-13,2025-03-13,Reconciled,
TXN0001430,1257546801,30359.49,30359.49,2025-02-11,2025-02-11,Reconciled,
TXN0000277,6586749773,26977.51,26977.51,2025-02-03,2025-02-03,Reconciled,
TXN0002150,7795492827,-5951.22,-5951.22,2025-03-11,2025-03-11,Reconciled,
TXN0001275,1223718085,22984.52,22984.52,2025-03-19,2025-03-19,Reconciled,
TXN0000523,4891792695,-31214.92,-31214.92,2025-03-29,2025-03-29,Reconciled,
TXN0003066,8346646630,-18950.51,-18950.51,2025-04-09,2025-04-09,Reconciled,
TXN0005579,7854213864,19217.37,19217.37,2025-04-24,2025-04-26,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004417,1373750657,-44018.67,-44018.67,2025-06-17,2025-06-17,Reconciled,
TXN0003564,5767818328,-16007.98,-16007.98,2025-02-21,2025-02-21,Reconciled,
TXN0000379,9341776385,36849.73,36849.73,2025-01-20,2025-01-20,Reconciled,
TXN0001709,7614669327,7813.25,7813.25,2025-03-21,2025-03-21,Reconciled,
TXN0000605,4799563192,-24217.32,-24217.32,2025-01-08,2025-01-11,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003778,6797557874,-8729.55,-8729.55,2025-06-04,2025-06-04,Reconciled,
TXN0002962,7346728991,34695.76,34695.76,2025-01-20,2025-01-20,Reconciled,
TXN0002363,3746696618,1335.07,1335.07,2025-01-21,2025-01-21,Reconciled,
TXN0000493,5184867427,248.85,248.85,2025-05-15,2025-05-15,Reconciled,
TXN0003154,6795949712,15446.93,15446.93,2025-04-23,2025-04-23,Reconciled,
TXN0004837,3208865043,15628.47,15628.47,2025-03-27,2025-03-27,Reconciled,
TXN0001476,8271879403,-18859.26,-18859.26,2025-04-14,2025-04-14,Reconciled,
TXN0001641,8036289141,20778.10,20778.10,2025-04-17,2025-04-17,Reconciled,
TXN0005896,7786043742,-19080.53,-19080.53,2025-03-12,2025-03-12,Reconciled,
TXN0004953,3098691668,-22893.72,-22893.72,2025-05-19,2025-05-19,Reconciled,
TXN0004160,1931782025,-22500.93,-22500.93,2025-05-19,2025-05-20,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004985,3095595868,34658.33,34491.92,2025-05-18,2025-05-18,Amount Discrepancy (Investigate),"Ledger 34658.33 vs bank 34491.92, diff 166.41."
TXN0005037,5217310498,-40999.02,-40999.02,2025-04-24,2025-04-24,Reconciled,
TXN0004852,7558826644,39048.00,39048.00,2025-05-10,2025-05-10,Reconciled,
TXN0004334,2874355442,-9100.39,-9100.39,2025-03-08,2025-03-08,Reconciled,
TXN0002856,9869848062,40762.39,40762.39,2025-05-28,2025-05-28,Reconciled,
TXN0003160,5226848851,-12263.00,-12263.00,2025-04-03,2025-04-03,Reconciled,
TXN0004451,8189954336,-36767.84,-36767.84,2025-05-06,2025-05-06,Reconciled,
TXN0005077,8158277576,44193.39,44193.39,2025-04-19,2025-04-19,Reconciled,
TXN0003880,7591685850,19898.11,19898.11,2025-04-16,2025-04-16,Reconciled,
TXN0000234,6109557218,24429.40,24429.40,2025-01-09,2025-01-09,Reconciled,
TXN0000041,8155817396,-18290.76,-18290.76,2025-02-16,2025-02-16,Reconciled,
TXN0001512,9960188015,23626.32,23626.32,2025-01-13,2025-01-14,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002634,2434700667,40443.46,40443.46,2025-06-16,2025-06-16,Reconciled,
TXN0003831,9115651798,22652.36,22652.36,2025-06-24,2025-06-24,Reconciled,
TXN0005569,8532335222,-4535.77,-4535.77,2025-06-18,2025-06-18,Reconciled,
TXN0005270,9545452758,44647.17,44647.17,2025-01-13,2025-01-13,Reconciled,
TXN0001733,3532981418,26842.72,26842.72,2025-01-12,2025-01-12,Reconciled,
TXN0000978,6041650856,-26080.74,-26080.74,2025-04-26,2025-04-26,Reconciled,
TXN0003088,8630120883,-12268.88,-12268.88,2025-04-02,2025-04-02,Reconciled,
TXN0005890,7546642420,-44110.48,-44110.48,2025-06-15,2025-06-15,Reconciled,
TXN0000154,5492865400,-9679.35,-9679.35,2025-05-18,2025-05-18,Reconciled,
TXN0001145,6327510780,2068.09,2068.09,2025-03-05,2025-03-05,Reconciled,
TXN0003345,9534786779,14265.46,14265.46,2025-04-02,2025-04-02,Reconciled,
TXN0001015,7649411009,-18642.51,-18642.51,2025-01-10,2025-01-10,Reconciled,
TXN0004871,8743365678,15053.79,15053.79,2025-01-08,2025-01-08,Reconciled,
TXN0004231,8458890313,-34008.27,-34008.27,2025-03-16,2025-03-16,Reconciled,
TXN0005592,8269703631,5876.65,5876.65,2025-06-18,2025-06-18,Reconciled,
TXN0001680,3188475218,-7479.63,-7479.63,2025-01-28,2025-01-28,Reconciled,
TXN0005095,8064379434,-2472.00,-2472.00,2025-01-13,2025-01-13,Reconciled,
TXN0002090,7199625049,-2534.27,-2534.27,2025-04-13,2025-04-13,Reconciled,
TXN0001243,4559763176,40416.74,40416.74,2025-06-15,2025-06-15,Reconciled,
TXN0005680,2289854145,655.58,655.58,2025-06-05,2025-06-05,Reconciled,
TXN0004748,8425160059,17803.70,17803.70,2025-05-19,2025-05-19,Reconciled,
TXN0001998,8595834995,-38776.02,-38776.02,2025-06-23,2025-06-25,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002030,9160426651,-31309.74,-31309.74,2025-03-29,2025-03-29,Reconciled,
TXN0005290,7002641610,-39362.66,-39362.66,2025-03-30,2025-03-30,Reconciled,
TXN0004956,8447109312,-9031.44,-9031.44,2025-02-08,2025-02-08,Reconciled,
TXN0005930,2637761451,2272.80,2272.80,2025-01-31,2025-01-31,Reconciled,
TXN0003047,7423627338,-36721.70,-36721.70,2025-05-31,2025-05-31,Reconciled,
TXN0004950,6148070853,20585.70,20585.70,2025-01-13,2025-01-13,Reconciled,
TXN0001359,4780677660,1189.41,1189.41,2025-02-12,2025-02-12,Reconciled,
TXN0000791,1585813907,6154.03,6154.03,2025-01-13,2025-01-13,Reconciled,
TXN0005247,6076767908,41750.50,41750.50,2025-02-11,2025-02-11,Reconciled,
TXN0000788,5497541178,39919.12,39919.12,2025-04-11,2025-04-11,Reconciled,
TXN0003804,8348977922,-20247.68,-20247.68,2025-04-16,2025-04-17,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001982,3938537077,-13432.90,-13432.90,2025-05-21,2025-05-21,Reconciled,
TXN0004856,6030985523,-21467.74,-21467.74,2025-01-27,2025-01-27,Reconciled,
TXN0005659,9145585369,26271.61,26271.61,2025-04-11,2025-04-11,Reconciled,
TXN0002236,2197429299,-23116.12,-23116.12,2025-05-07,2025-05-07,Reconciled,
TXN0004493,2109548995,23240.90,23240.90,2025-03-29,2025-03-29,Reconciled,
TXN0003448,5709247932,41323.91,41323.91,2025-02-22,2025-02-24,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002027,3414398870,-12887.40,-12887.40,2025-01-05,2025-01-06,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005899,1576367462,-44761.45,-44761.45,2025-03-25,2025-03-25,Reconciled,
TXN0004867,9043169774,19084.31,19084.31,2025-06-16,2025-06-16,Reconciled,
TXN0005690,2541187737,12269.03,12269.03,2025-04-08,2025-04-08,Reconciled,
TXN0000913,4258918090,-26634.59,-26634.59,2025-06-25,2025-06-25,Reconciled,
TXN0001395,8665676403,-37959.25,-37959.25,2025-04-04,2025-04-04,Reconciled,
TXN0003460,4001383956,-18770.17,-18770.17,2025-05-28,2025-05-28,Reconciled,
TXN0003155,3287588894,-34080.66,-34080.66,2025-01-16,2025-01-16,Reconciled,
TXN0004180,8879851786,-7092.52,-7092.52,2025-03-15,2025-03-15,Reconciled,
TXN0003071,1649613760,-7411.46,-7411.46,2025-01-04,2025-01-04,Reconciled,
TXN0005005,3377349974,-35466.17,-35466.17,2025-03-14,2025-03-14,Reconciled,
TXN0005915,6095713586,-28346.04,-28346.04,2025-01-06,2025-01-06,Reconciled,
TXN0003360,1295389934,-16924.72,-16924.72,2025-05-09,2025-05-09,Reconciled,
TXN0003371,2454463575,14679.48,14679.48,2025-06-16,2025-06-16,Reconciled,
TXN0005366,3705372288,-25007.80,-25007.80,2025-05-27,2025-05-27,Reconciled,
TXN0000668,3881013944,16138.49,16138.49,2025-06-04,2025-06-06,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003524,9511857696,-1303.12,-1303.12,2025-04-15,2025-04-15,Reconciled,
TXN0001798,5977577169,-15017.40,-15017.40,2025-05-30,2025-05-30,Reconciled,
TXN0000137,5027372775,-23034.31,-23034.31,2025-03-08,2025-03-08,Reconciled,
TXN0005383,8353220933,-731.19,-731.19,2025-06-16,2025-06-16,Reconciled,
TXN0004947,3674370502,3452.67,3452.67,2025-06-12,2025-06-12,Reconciled,
TXN0000164,9291293912,-41769.49,-41769.49,2025-05-07,2025-05-07,Reconciled,
TXN0001876,5133926285,-35100.90,-35100.90,2025-05-21,2025-05-21,Reconciled,
TXN0000944,5778378679,6731.16,6731.16,2025-03-24,2025-03-24,Reconciled,
TXN0001978,1209167825,-36571.35,-36571.35,2025-06-05,2025-06-05,Reconciled,
TXN0001966,2427830931,-15255.71,-15255.71,2025-03-17,2025-03-17,Reconciled,
TXN0002797,6688830689,-9876.78,-9876.78,2025-04-29,2025-04-29,Reconciled,
TXN0005583,9979849273,19451.51,19451.51,2025-02-03,2025-02-06,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000101,1170399969,-44763.36,-44763.36,2025-03-29,2025-03-29,Reconciled,
TXN0004142,4286382844,-575.23,-575.23,2025-05-30,2025-06-01,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004114,1827629088,-3153.24,-3153.24,2025-03-04,2025-03-04,Reconciled,
TXN0004073,5430674400,23240.69,23240.69,2025-05-20,2025-05-20,Reconciled,
TXN0001545,8659963592,6982.56,6982.56,2025-04-13,2025-04-13,Reconciled,
TXN0000015,4395309096,-28132.60,-28132.60,2025-04-08,2025-04-08,Reconciled,
TXN0001192,1515153334,8743.43,8743.43,2025-06-01,2025-06-01,Reconciled,
TXN0005609,2154825335,-1322.93,-1322.93,2025-01-24,2025-01-24,Reconciled,
TXN0004362,2923184827,-6651.32,-6651.32,2025-01-08,2025-01-08,Reconciled,
TXN0005588,1402661884,10546.23,10546.23,2025-02-23,2025-02-23,Reconciled,
TXN0000730,7269504431,-40829.45,-40829.45,2025-03-03,2025-03-03,Reconciled,
TXN0005866,1122123180,-20044.29,-20044.29,2025-06-16,2025-06-16,Reconciled,
TXN0004378,3520169597,-5803.32,-5803.32,2025-04-30,2025-04-30,Reconciled,
TXN0003223,8205291126,35914.03,35914.03,2025-05-28,2025-05-28,Reconciled,
TXN0003763,2047144095,10819.05,10819.05,2025-01-20,2025-01-20,Reconciled,
TXN0004730,9432782683,37762.81,37762.81,2025-01-29,2025-01-29,Reconciled,
TXN0005409,3434469499,-12635.56,-12635.56,2025-01-27,2025-01-27,Reconciled,
TXN0004653,7865366643,-34330.39,,2025-05-14,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0000173,5603304320,42007.61,42007.61,2025-01-31,2025-01-31,Reconciled,
TXN0003054,1440064977,42208.78,42208.78,2025-06-29,2025-06-29,Reconciled,
TXN0000784,2808812401,-17989.01,-17989.01,2025-01-16,2025-01-16,Reconciled,
TXN0004475,8811168710,-40110.70,-40110.70,2025-01-14,2025-01-14,Reconciled,
TXN0002347,4140783471,-23673.44,-23673.44,2025-02-05,2025-02-05,Reconciled,
TXN0000365,4144491168,8279.67,8279.67,2025-03-18,2025-03-18,Reconciled,
TXN0001610,1551377661,36804.67,36804.67,2025-05-04,2025-05-04,Reconciled,
TXN0005153,6775673106,20368.41,20368.41,2025-06-18,2025-06-19,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0001082,2659019304,-28938.84,-28938.84,2025-06-22,2025-06-23,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003073,8318504383,37476.96,37476.96,2025-03-21,2025-03-23,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003366,9369949082,-25669.60,-25669.60,2025-04-15,2025-04-15,Reconciled,
TXN0004928,3908693720,14962.54,14962.54,2025-02-13,2025-02-13,Reconciled,
TXN0001842,1474757088,-41680.80,-41680.80,2025-03-21,2025-03-21,Reconciled,
TXN0003369,2365459889,-16440.97,-16440.97,2025-01-28,2025-01-28,Reconciled,
TXN0002538,2175335875,268.63,268.63,2025-04-30,2025-04-30,Reconciled,
TXN0003844,1089114551,-29587.48,-29587.48,2025-03-12,2025-03-15,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003387,9495937134,-40284.34,-40284.34,2025-06-30,2025-06-30,Reconciled,
TXN0000571,7639403968,-15355.78,-15355.78,2025-06-30,2025-06-30,Reconciled,
TXN0003483,7396997816,-36854.20,-36854.20,2025-06-29,2025-06-29,Reconciled,
TXN0005931,7065993421,-6895.91,-6895.91,2025-03-15,2025-03-15,Reconciled,
TXN0003103,5414015793,-29561.95,-29561.95,2025-02-02,2025-02-02,Reconciled,
TXN0002504,2765481025,25093.61,25093.61,2025-03-05,2025-03-05,Reconciled,
TXN0000867,5765539411,-13537.20,-13537.20,2025-04-21,2025-04-22,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003523,6820351352,-14017.88,-14017.88,2025-02-01,2025-02-01,Reconciled,
TXN0002718,6173754677,-12268.42,-12268.42,2025-05-18,2025-05-18,Reconciled,
TXN0002048,6232721858,-10120.91,-10120.91,2025-02-06,2025-02-06,Reconciled,
TXN0000805,5289209469,-36162.77,-36162.77,2025-06-03,2025-06-03,Reconciled,
TXN0005627,2041022075,18988.37,18988.37,2025-06-14,2025-06-14,Reconciled,
TXN0000909,7322426299,-34353.97,-34353.97,2025-02-17,2025-02-17,Reconciled,
TXN0005003,5868824060,-34632.38,-34649.62,2025-03-05,2025-03-05,Amount Discrepancy (Investigate),"Ledger -34632.38 vs bank -34649.62, diff 17.24."
TXN0001320,7759492287,-33046.19,-33046.19,2025-04-24,2025-04-24,Reconciled,
TXN0001623,1044128032,-43454.06,-43454.06,2025-05-08,2025-05-08,Reconciled,
TXN0001954,4217529529,32140.30,,2025-04-11,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0002196,6988892064,-3848.14,-3848.14,2025-02-28,2025-02-28,Reconciled,
TXN0003362,5843148864,-25005.77,-25005.77,2025-01-14,2025-01-14,Reconciled,
TXN0004458,6684874690,12172.41,12172.41,2025-03-26,2025-03-26,Reconciled,
TXN0003791,4615772912,37065.78,37065.78,2025-03-30,2025-03-30,Reconciled,
TXN0001573,2272614046,-37504.62,-37504.62,2025-02-14,2025-02-14,Reconciled,
TXN0000914,3214569021,-2170.83,-2170.83,2025-02-03,2025-02-03,Reconciled,
TXN0005897,1926230101,-4758.75,-4758.75,2025-05-19,2025-05-19,Reconciled,
TXN0002510,4571220835,-23646.53,-23646.53,2025-02-01,2025-02-01,Reconciled,
TXN0005261,7695645161,34123.26,34123.26,2025-05-29,2025-06-01,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0004301,2547245156,-20694.60,-20694.60,2025-01-30,2025-01-30,Reconciled,
TXN0003777,4875691471,-44411.89,-44411.89,2025-06-02,2025-06-05,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0005576,4477084628,-25032.86,-25032.86,2025-05-26,2025-05-26,Reconciled,
TXN0004036,7896399985,-16297.90,-16297.90,2025-04-09,2025-04-09,Reconciled,
TXN0001779,5226341114,-12297.51,-12297.51,2025-03-06,2025-03-06,Reconciled,
TXN0000457,8494822473,-22905.61,-22905.61,2025-03-19,2025-03-19,Reconciled,
TXN0000796,7407270404,4552.82,4552.82,2025-04-12,2025-04-12,Reconciled,
TXN0005911,4998509059,-5237.25,-5237.25,2025-06-26,2025-06-26,Reconciled,
TXN0003765,7749106889,40222.31,40222.31,2025-01-08,2025-01-11,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000408,5852999316,-20061.13,-20061.13,2025-05-26,2025-05-26,Reconciled,
TXN0005453,9639883333,20605.63,20605.63,2025-04-27,2025-04-27,Reconciled,
TXN0005761,6938872325,-44714.55,-44714.55,2025-03-10,2025-03-10,Reconciled,
TXN0003973,5109262133,-24577.94,-24577.94,2025-01-21,2025-01-22,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004675,1584504050,-27957.83,-27957.83,2025-03-19,2025-03-19,Reconciled,
TXN0001803,1056209885,13895.07,13895.07,2025-02-14,2025-02-14,Reconciled,
TXN0003879,9832623144,-29763.71,-29763.71,2025-04-16,2025-04-16,Reconciled,
TXN0002475,5855554666,34023.76,34023.76,2025-02-02,2025-02-02,Reconciled,
TXN0005012,2392372050,-5426.89,-5426.89,2025-01-26,2025-01-26,Reconciled,
TXN0005441,9684053820,31160.09,31160.09,2025-06-23,2025-06-23,Reconciled,
TXN0001770,6851695312,-18526.17,-18526.17,2025-03-26,2025-03-26,Reconciled,
TXN0002452,8220008576,12443.23,12443.23,2025-05-20,2025-05-20,Reconciled,
TXN0004205,3164315627,34955.35,34955.35,2025-03-31,2025-03-31,Reconciled,
TXN0002844,7665229028,-42880.13,-42880.13,2025-05-05,2025-05-05,Reconciled,
TXN0005756,1174759409,-38993.13,-38993.13,2025-04-28,2025-04-28,Reconciled,
TXN0004899,5813195112,7936.19,7936.19,2025-01-31,2025-01-31,Reconciled,
TXN0004642,4299247003,-6680.50,-6680.50,2025-03-27,2025-03-27,Reconciled,
TXN0001566,6100854800,35920.61,35920.61,2025-04-14,2025-04-14,Reconciled,
TXN0000884,6573403242,-8660.43,-8660.43,2025-02-20,2025-02-20,Reconciled,
TXN0005307,6938200491,-22204.76,-22204.76,2025-04-09,2025-04-09,Reconciled,
TXN0003918,5278875681,12323.66,12323.66,2025-02-02,2025-02-02,Reconciled,
TXN0005633,4361236164,-27494.90,-27494.90,2025-02-18,2025-02-18,Reconciled,
TXN0004624,2337387650,-30405.16,-30405.16,2025-02-16,2025-02-16,Reconciled,
TXN0001755,3478436229,30022.46,30022.46,2025-04-02,2025-04-02,Reconciled,
TXN0001690,8266131182,-2532.29,-2532.29,2025-05-29,2025-05-29,Reconciled,
TXN0002760,8286769769,7877.29,7877.29,2025-06-07,2025-06-07,Reconciled,
TXN0000606,3962129513,-27644.12,-27644.12,2025-02-14,2025-02-14,Reconciled,
TXN0000761,9359943983,39831.35,39831.35,2025-04-01,2025-04-01,Reconciled,
TXN0001539,5298307348,15593.58,15593.58,2025-03-18,2025-03-18,Reconciled,
TXN0005058,8802068817,9924.63,9924.63,2025-01-08,2025-01-08,Reconciled,
TXN0005830,4088576511,-39557.71,-39557.71,2025-01-09,2025-01-09,Reconciled,
TXN0003373,3357523253,-38841.27,-38841.27,2025-04-06,2025-04-06,Reconciled,
TXN0000429,5562935917,-18636.80,-18636.80,2025-01-17,2025-01-19,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000967,7617437960,-41130.39,-41130.39,2025-04-01,2025-04-02,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002403,4660941141,13182.06,13182.06,2025-03-25,2025-03-25,Reconciled,
TXN0005862,8340356663,5461.17,5461.17,2025-04-17,2025-04-17,Reconciled,
TXN0000447,6812246323,-23746.81,-23746.81,2025-04-08,2025-04-08,Reconciled,
TXN0005903,3656190688,-19900.51,-19900.51,2025-06-01,2025-06-03,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004436,6746755143,-19279.95,-19279.95,2025-01-12,2025-01-12,Reconciled,
TXN0003740,2339691845,-1722.95,-1722.95,2025-04-06,2025-04-06,Reconciled,
TXN0005059,2387014951,-23164.90,-23164.90,2025-06-01,2025-06-03,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0000432,2882770533,9011.54,9011.54,2025-04-10,2025-04-12,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001685,4886766743,-4263.54,-4263.54,2025-05-30,2025-05-30,Reconciled,
