RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0003015,949-244-7268,19-Jun-2025,"($28,380.97)",Internal Transfer,ACCOUNT TRANSFER
TXN0004455,231-727-0855,19-Jan-2025,"$4,566.79",Check Deposit,CHECK DEPOSIT
TXN0001708, 268-178-1199 ,06/24/2025,"($27,548.89)",Wire Transfer,OUTGOING WIRE
TXN0001531,421-992-8472,02/19/2025,"($8,627.13)",Internal Transfer,ACCOUNT TRANSFER
 TXN0000884,657-340-3242,02/20/2025,"($8,660.43)",Debit Card,POS Purchase
TXN0004366,832-237-6127,31-Mar-2025,"$26,829.49",ACH Credit,Payroll Deposit
TXN0001261,677-140-9397,07-May-2025,"($26,878.59)",Wire Transfer,INCOMING WIRE
txn0003814,232-882-5306,01/26/2025,"$4,237.33",ACH Credit,PAYROLL DEPOSIT
TXN0004728, 606-460-3730 ,04/21/2025,"($5,079.14)",Wire Transfer,Incoming Wire
 TXN0000392,449-926-8229,03/11/2025,"($1,536.81)",ACH Debit,Vendor Payment
txn0005223,110-541-1464,16-Apr-2025,"$43,100.48",Check Deposit,CHECK DEPOSIT
TXN0002374,605-968-3971,29-May-2025,"$33,045.73",Check Deposit,Check Deposit
TXN0004954, 538-752-5551 ,05/02/2025,"($42,844.23)",ACH Debit,Vendor Payment
TXN0001829,594-165-3325,05/10/2025,"($29,048.73)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005661,309-866-5538,11-Mar-2025,"$14,456.21",Check Deposit,CHECK DEPOSIT
TXN0001629,136-794-1091,05/27/2025,"($21,009.63)",Wire Transfer,Incoming Wire
TXN0000522,303-041-1081,13-Feb-2025,"($38,333.42)",Debit Card,POS Purchase
TXN0003488,848-583-0747,02/19/2025,"($22,291.54)",Wire Transfer,Outgoing Wire
 TXN0001812,612-692-7761,05/11/2025,"$8,771.15",Wire Transfer,OUTGOING WIRE
txn0001714,853-002-5960,04/01/2025,"($40,117.09)",ACH Debit,Vendor Payment
TXN0005506,513-981-2365,01/10/2025,$215.95,ACH Credit,Payroll Deposit
TXN0005615,642-443-4647,03/21/2025,"($41,551.54)",ACH Debit,VENDOR PAYMENT
TXN0004269,278-961-5147,02/26/2025,"($34,331.64)",Wire Transfer,INCOMING WIRE
TXN0002882,403-667-0801,21-Feb-2025,"($43,023.04)",Wire Transfer,Incoming Wire
TXN0005874, 770-546-3382 ,06-Feb-2025,"($1,233.28)",Internal Transfer,Account Transfer
 TXN0001126, 295-411-2246 ,08-Feb-2025,"($44,388.52)",Internal Transfer,Account Transfer
TXN0001759,926-207-2171,03/08/2025,"($1,431.17)",ATM Withdrawal,ATM Cash Withdrawal
txn0002468,176-276-9501,05-Jan-2025,"$8,841.08",ACH Credit,Payroll Deposit
TXN0002845,384-559-7648,02/17/2025,"($37,456.20)",Internal Transfer,ACCOUNT TRANSFER
TXN0004498,101-657-9131,03/31/2025,"($6,412.34)",ACH Debit,Vendor Payment
TXN0005720,848-295-3210,06/22/2025,"($15,857.76)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005183, 534-226-2371 ,02/11/2025,"($44,469.10)",ACH Debit,VENDOR PAYMENT
 txn0002483,665-495-2165,27-Mar-2025,"($9,550.54)",Internal Transfer,Account Transfer
txn0002655,312-589-8644,28-Jun-2025,"($41,996.70)",Wire Transfer,Incoming Wire
TXN0004519,965-836-9100,01/29/2025,"($35,066.40)",ACH Debit,VENDOR PAYMENT
txn0000723,329-190-1035,25-Jan-2025,"$24,021.45",Check Deposit,Check Deposit
txn0003817,890-367-1388,18-Mar-2025,"($41,917.93)",Wire Transfer,OUTGOING WIRE
TXN0005552,536-952-6523,03/26/2025,"$17,369.02",Check Deposit,CHECK DEPOSIT
TXN0002518,649-236-2151,19-Jun-2025,"($35,017.34)",Wire Transfer,OUTGOING WIRE
TXN0001374,615-854-0957,05/15/2025,"$23,395.21",Check Deposit,Check Deposit
TXN0000259,370-420-0443,18-Jan-2025,"$10,184.09",Check Deposit,Check Deposit
TXN0002587,148-597-6964,23-Jan-2025,"$28,011.38",ACH Credit,Payroll Deposit
TXN0000267,523-976-0414,06/19/2025,"($21,436.66)",ATM Withdrawal,ATM CASH WITHDRAWAL
 TXN0004547,753-002-9329,11-Feb-2025,"$27,790.22",Internal Transfer,Account Transfer
TXN0001102,211-341-8596,03/03/2025,"($44,468.45)",ACH Debit,Vendor Payment
TXN0002413, 465-227-6437 ,03/09/2025,"$4,461.00",ACH Credit,PAYROLL DEPOSIT
TXN0001993,920-683-5504,06/26/2025,"($25,760.82)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004680,289-760-6275,01/31/2025,"($6,342.75)",ACH Debit,Vendor Payment
TXN0000925,855-801-0205,03/01/2025,"($7,188.91)",Wire Transfer,Outgoing Wire
txn0005777,230-963-8227,05/03/2025,"$28,870.84",Internal Transfer,Account Transfer
txn0005228,361-823-2765,04/28/2025,"$33,765.01",Check Deposit,CHECK DEPOSIT
 TXN0002961,724-165-5833,02/06/2025,"($2,516.15)",ACH Debit,VENDOR PAYMENT
txn0003823,721-425-1682,08-Jan-2025,"$31,558.62",ACH Debit,Vendor Payment
 TXN0002284,292-710-9280,08-Jun-2025,"($15,032.72)",ACH Debit,Vendor Payment
TXN0003742,701-609-7729,05/13/2025,"($4,413.89)",Wire Transfer,Incoming Wire
TXN0004280,601-687-7798,03/12/2025,"($9,375.10)",ACH Debit,VENDOR PAYMENT
TXN0001623,104-412-8032,08-May-2025,"($43,454.06)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000933,408-629-1783,03/23/2025,"$20,893.15",Check Deposit,CHECK DEPOSIT
TXN0004913,722-681-5042,21-Feb-2025,"$29,041.33",ACH Credit,Payroll Deposit
TXN0001152,984-712-0676,02/04/2025,"($35,671.92)",Debit Card,POS Purchase
TXN0000574,198-785-0460,04/16/2025,"($35,164.98)",Debit Card,POS Purchase
TXN0000845,699-549-8354,15-Mar-2025,"$42,831.72",Internal Transfer,Account Transfer
txn0005239,586-480-1037,06/03/2025,"($35,879.13)",Debit Card,POS PURCHASE
TXN0000310,692-007-4688,02/01/2025,"($42,616.54)",Internal Transfer,Account Transfer
 txn0004744,344-631-2239,04/20/2025,"($20,575.71)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003432,674-729-8766,01/02/2025,"$43,299.73",ATM Withdrawal,ATM Cash Withdrawal
TXN0002955,837-058-7912,03/16/2025,"($18,053.42)",Debit Card,POS Purchase
TXN0005912,386-702-9476,04/13/2025,"($7,421.56)",Debit Card,POS PURCHASE
 TXN0002510,457-122-0835,02/01/2025,"($23,646.53)",ACH Debit,Vendor Payment
TXN0003716,127-235-3149,05/01/2025,"($44,826.32)",Wire Transfer,Incoming Wire
TXN0002391,838-048-2625,19-Mar-2025,"($31,260.97)",Wire Transfer,Outgoing Wire
txn0005513,471-698-4646,30-Jun-2025,"$14,131.43",Check Deposit,Check Deposit
TXN0001033,180-555-1323,10-Jun-2025,"$14,894.52",Check Deposit,Check Deposit
TXN0005395,669-585-7388,28-Jan-2025,"($19,992.64)",Wire Transfer,INCOMING WIRE
TXN0005059,238-701-4951,06/03/2025,"($23,164.90)",ACH Debit,Vendor Payment
TXN0000518,575-868-9307,06/14/2025,"($24,360.46)",Wire Transfer,OUTGOING WIRE
TXN0004768,551-589-7935,02/21/2025,"($33,987.46)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005377,930-186-2598,26-Jan-2025,"$31,265.56",ACH Credit,PAYROLL DEPOSIT
TXN0005909,145-673-4481,03-May-2025,"$40,254.96",ACH Credit,PAYROLL DEPOSIT
TXN0002282,561-089-3128,05/13/2025,"($42,322.83)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004056,573-536-5429,08-May-2025,"($44,125.68)",ACH Debit,VENDOR PAYMENT
TXN0003706,348-023-6966,18-May-2025,"$41,389.71",ACH Credit,PAYROLL DEPOSIT
txn0000145,939-455-8532,03/04/2025,"$30,251.06",Check Deposit,Check Deposit
 TXN0000370,194-217-7509,03-Apr-2025,"($38,363.95)",Internal Transfer,Account Transfer
txn0003621,520-124-8992,06/05/2025,"($31,963.58)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0004388,885-093-7096,01/16/2025,"($7,206.64)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005102,324-209-4402,06/19/2025,"($7,138.34)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001446,935-313-6008,30-Mar-2025,"($37,853.52)",Wire Transfer,Incoming Wire
TXN0005843,158-743-3630,17-Jan-2025,"($6,784.65)",Wire Transfer,Outgoing Wire
TXN0005464,173-073-8738,13-May-2025,"($34,059.53)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004482,928-834-6394,04/26/2025,"($14,048.56)",Debit Card,POS Purchase
TXN0004836,155-013-6727,06/29/2025,"($43,663.73)",Wire Transfer,Incoming Wire
TXN0001771,240-115-7719,17-Jun-2025,"($39,960.00)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000136,760-124-2323,05/01/2025,"$8,493.55",Debit Card,POS PURCHASE
txn0003941,559-090-9541,10-Feb-2025,"$39,784.39",Check Deposit,Check Deposit
TXN0004932,849-693-1907,03/19/2025,"($33,466.97)",ACH Debit,Vendor Payment
txn0004090,959-907-2474,06/24/2025,"($1,799.36)",Debit Card,POS PURCHASE
TXN0002515,583-384-5110,06/05/2025,"$27,719.28",Check Deposit,CHECK DEPOSIT
TXN0002583,391-341-9011,04/11/2025,"($14,126.56)",Internal Transfer,Account Transfer
TXN0001333,610-013-2007,15-Apr-2025,"($14,501.05)",Wire Transfer,OUTGOING WIRE
txn0001952,400-279-0142,05/07/2025,"$2,866.96",ACH Credit,Payroll Deposit
TXN0002786, 766-126-2324 ,01/09/2025,"($42,550.17)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0004669,417-114-5325,06/18/2025,"($31,999.82)",ACH Debit,VENDOR PAYMENT
TXN0003240,101-526-1148,05-Apr-2025,"($16,290.21)",ACH Debit,Vendor Payment
TXN0004842,154-253-9000,09-May-2025,"$40,602.31",ACH Credit,Payroll Deposit
TXN0002123,161-455-8217,01/03/2025,"($21,774.09)",Internal Transfer,Account Transfer
TXN0001963,972-116-3421,04/19/2025,"($33,199.07)",Debit Card,POS Purchase
TXN0000014,236-968-4368,12-Jan-2025,"($24,585.64)",ACH Debit,Vendor Payment
TXN0001103,757-358-0910,26-Jun-2025,"($21,682.33)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0000067,100-586-4017,11-Mar-2025,"($3,732.13)",Wire Transfer,Outgoing Wire
TXN0002019,847-835-1456,23-May-2025,"($12,674.97)",Debit Card,POS Purchase
TXN0004522,381-738-5353,06/30/2025,"($6,657.50)",ATM Withdrawal,ATM Cash Withdrawal
 txn0001715, 877-948-4072 ,03/26/2025,"$14,061.64",ACH Credit,PAYROLL DEPOSIT
TXN0005162,426-574-8794,01/06/2025,"($42,896.70)",Debit Card,POS Purchase
TXN0003046,688-300-0643,20-Feb-2025,"$8,045.42",Check Deposit,CHECK DEPOSIT
txn0003367,337-357-3523,20-Jan-2025,"$37,505.31",Check Deposit,Check Deposit
txn0003565, 753-314-4084 ,04/10/2025,"($5,249.62)",Internal Transfer,Account Transfer
TXN0002599,607-907-2823,06/09/2025,"$21,708.09",ACH Credit,PAYROLL DEPOSIT
 TXN0004614,148-899-2418,06/28/2025,"($32,749.83)",ACH Debit,Vendor Payment
TXN0004699,765-864-0032,02/12/2025,"$2,680.39",ACH Credit,Payroll Deposit
TXN0000164,929-129-3912,07-May-2025,"($41,769.49)",Wire Transfer,INCOMING WIRE
TXN0003490,489-055-8457,10-Jan-2025,"($28,501.96)",ACH Debit,Vendor Payment
TXN0001297,887-528-8218,02/17/2025,"$17,802.17",Check Deposit,CHECK DEPOSIT
TXN0002860, 390-756-0426 ,02-Feb-2025,"$36,718.81",Debit Card,POS Purchase
TXN0005251,960-950-4143,03/08/2025,"($32,062.02)",Debit Card,POS Purchase
TXN0004622,512-819-2421,06/23/2025,"($22,213.83)",Wire Transfer,Outgoing Wire
TXN0000111,779-737-6948,31-Jan-2025,"$40,687.99",Check Deposit,Check Deposit
TXN0004321,334-339-2084,04/18/2025,"($35,143.44)",Wire Transfer,INCOMING WIRE
TXN0003449,728-645-3961,09-Jan-2025,($691.64),Internal Transfer,ACCOUNT TRANSFER
 TXN0000411,514-510-6202,02/06/2025,"($33,886.50)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0003129,978-917-4528,19-Mar-2025,"$28,974.07",ACH Credit,Payroll Deposit
TXN0001949,193-973-1617,21-Apr-2025,"($41,739.70)",Wire Transfer,Outgoing Wire
TXN0002153,141-437-7607,20-May-2025,"($9,744.82)",Wire Transfer,Outgoing Wire
TXN0002995,832-317-9273,05/10/2025,"($13,025.79)",Wire Transfer,Outgoing Wire
TXN0002775,570-419-4461,05/20/2025,($962.72),Debit Card,POS Purchase
 TXN0004837,320-886-5043,27-Mar-2025,"$15,628.47",ACH Credit,Payroll Deposit
TXN0001809,509-745-9533,03/04/2025,"$18,439.50",Check Deposit,Check Deposit
txn0001599,332-793-6242,01/28/2025,"$3,052.75",Check Deposit,Check Deposit
TXN0001477,678-782-5135,04/09/2025,"($38,127.02)",Internal Transfer,Account Transfer
TXN0003951,482-998-3671,04/09/2025,"($9,952.16)",ACH Debit,Vendor Payment
TXN0002778,474-359-0397,25-Apr-2025,"($21,552.90)",Debit Card,POS Purchase
TXN0005675,205-362-7159,08-Jun-2025,"($29,741.84)",ACH Debit,Vendor Payment
TXN0002358,152-508-1989,04/17/2025,"$23,744.29",Check Deposit,Check Deposit
TXN0004856,603-098-5523,27-Jan-2025,"($21,467.74)",Debit Card,POS Purchase
TXN0005784,286-461-0025,06/23/2025,"($32,794.10)",Wire Transfer,Incoming Wire
TXN0003661,285-993-1244,03/25/2025,"($14,540.04)",Wire Transfer,Outgoing Wire
TXN0003832,121-676-8758,23-Apr-2025,"$14,900.88",ACH Credit,Payroll Deposit
TXN0003246,822-219-7545,06/25/2025,"($3,813.59)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000016,842-259-2892,05/19/2025,"$19,837.50",ATM Withdrawal,ATM Cash Withdrawal
TXN0002345, 815-278-3034 ,01/11/2025,"$12,266.86",Internal Transfer,ACCOUNT TRANSFER
TXN0001087,517-370-6154,25-May-2025,"($26,794.75)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005030,413-065-5321,02/22/2025,"($39,568.99)",Wire Transfer,OUTGOING WIRE
TXN0004243,766-296-8480,05/12/2025,"($33,562.23)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0002679,932-465-1570,02/02/2025,$539.66,Check Deposit,Check Deposit
TXN0003748,113-098-9559,02/02/2025,"$20,728.85",Debit Card,POS PURCHASE
TXN0002584,999-778-7829,02/05/2025,"($8,469.98)",Wire Transfer,INCOMING WIRE
TXN0005480, 428-074-3071 ,02/11/2025,($856.96),Wire Transfer,Outgoing Wire
TXN0005202,825-023-7745,02/10/2025,"($12,454.37)",Wire Transfer,Outgoing Wire
TXN0004872,591-144-9613,03/10/2025,"$22,329.85",Check Deposit,Check Deposit
txn0005970,245-374-1023,19-Apr-2025,"$21,261.89",ACH Credit,PAYROLL DEPOSIT
TXN0003662,695-681-8018,29-Jun-2025,"($33,779.25)",Wire Transfer,Incoming Wire
txn0001476,827-187-9403,14-Apr-2025,"($18,859.26)",Wire Transfer,INCOMING WIRE
FEE00004,814-249-5836,26-Feb-2025,($46.58),Service Charge,Monthly Maintenance Fee
FEE00003,986-409-8820,02/07/2025,($45.95),Service Charge,Monthly Maintenance Fee
TXN0004114,182-762-9088,04-Mar-2025,"($3,153.24)",Internal Transfer,ACCOUNT TRANSFER
TXN0004554,567-923-9407,21-Jun-2025,"($40,039.68)",Internal Transfer,ACCOUNT TRANSFER
TXN0005783,459-634-1015,03/14/2025,"($41,050.71)",ACH Debit,Vendor Payment
TXN0002608,318-961-8947,02/13/2025,"$38,888.09",Check Deposit,Check Deposit
TXN0000896,315-008-7236,03/19/2025,"$42,012.64",ACH Credit,Payroll Deposit
 TXN0002921,870-235-0233,30-Jan-2025,"($3,434.07)",Wire Transfer,Incoming Wire
TXN0004826,138-587-6529,05/19/2025,"$22,038.17",Internal Transfer,Account Transfer
TXN0005727,161-594-2807,01/03/2025,"($30,364.30)",Wire Transfer,Outgoing Wire
TXN0005828,882-301-7565,02-Jan-2025,"$13,397.26",Debit Card,POS PURCHASE
 txn0003799,553-140-5275,03/15/2025,"($6,279.69)",Wire Transfer,INCOMING WIRE
 TXN0004445, 877-501-2724 ,01/13/2025,"($31,673.13)",Wire Transfer,Incoming Wire
TXN0000906, 936-004-9557 ,02-Jun-2025,"($7,630.69)",Wire Transfer,Incoming Wire
TXN0005081,148-347-1466,06/23/2025,"($17,857.89)",Internal Transfer,ACCOUNT TRANSFER
TXN0003422, 933-588-4145 ,06/23/2025,"$16,252.46",Internal Transfer,Account Transfer
TXN0002001,229-939-4194,18-May-2025,"$4,652.47",ACH Credit,Payroll Deposit
TXN0001710,749-381-7905,20-Jan-2025,"($39,879.42)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005126,211-158-3184,21-Apr-2025,"$39,286.84",Check Deposit,Check Deposit
TXN0004158,691-700-4963,02-Jun-2025,"($26,583.74)",Debit Card,POS PURCHASE
txn0003568,506-422-0407,02/01/2025,"($11,560.09)",ACH Debit,VENDOR PAYMENT
TXN0001413,626-296-4613,03/11/2025,"($37,019.25)",ATM Withdrawal,ATM CASH WITHDRAWAL
 TXN0003140,317-712-3605,01/19/2025,"$35,576.80",ACH Credit,Payroll Deposit
TXN0002148,341-145-7508,31-Mar-2025,"($39,369.77)",Debit Card,POS PURCHASE
TXN0004828,988-127-7791,14-Feb-2025,"($20,141.05)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003344,639-128-6991,12-Apr-2025,"($16,697.32)",Debit Card,POS PURCHASE
TXN0000778,313-342-4744,25-Apr-2025,"($19,533.25)",Internal Transfer,Account Transfer
TXN0001638,680-899-7940,08-Jan-2025,"($28,803.04)",Debit Card,POS Purchase
TXN0002729,415-014-6178,06-Jan-2025,"($23,261.28)",Debit Card,POS Purchase
TXN0002804,366-491-1441,26-Mar-2025,"$5,145.51",ACH Credit,PAYROLL DEPOSIT
TXN0001696,878-876-1305,03/21/2025,"$4,208.69",Check Deposit,Check Deposit
TXN0005348,700-811-5182,06/22/2025,"($6,060.85)",ACH Debit,Vendor Payment
TXN0004257,721-515-2313,03/21/2025,"$23,850.94",Check Deposit,Check Deposit
TXN0000112,131-040-3486,04/06/2025,"$14,576.35",ACH Credit,Payroll Deposit
 TXN0001789,919-896-8191,24-Jun-2025,"($4,988.56)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001361,919-954-2532,04/21/2025,"$1,726.22",Check Deposit,Check Deposit
FEE00065,999-513-2461,19-Jan-2025,($52.15),Service Charge,NSF Fee
TXN0005234,232-634-8563,05/29/2025,"($16,673.81)",Debit Card,POS Purchase
txn0005181,171-521-9297,03/11/2025,"($29,828.21)",Internal Transfer,Account Transfer
TXN0000880,329-509-6169,04-Jun-2025,"$42,022.38",ACH Credit,Payroll Deposit
TXN0000913,425-891-8090,25-Jun-2025,"($26,634.59)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005788,986-790-5069,01-Apr-2025,"$11,529.84",Internal Transfer,ACCOUNT TRANSFER
TXN0002909,691-568-0917,03/28/2025,"($15,633.62)",Wire Transfer,Outgoing Wire
TXN0001017,195-401-1698,05/22/2025,($994.87),ACH Debit,Vendor Payment
TXN0003820,844-344-0035,06/27/2025,"$29,962.27",ACH Credit,PAYROLL DEPOSIT
TXN0005029, 117-282-9542 ,21-Jun-2025,"($15,957.36)",Debit Card,POS Purchase
 txn0003777,487-569-1471,06/05/2025,"($44,411.89)",Wire Transfer,Incoming Wire
TXN0003102,782-186-0818,04/08/2025,"($33,991.23)",ACH Debit,Vendor Payment
TXN0005280,580-825-8775,16-Jan-2025,"($28,125.24)",Debit Card,POS Purchase
TXN0003980,746-320-1405,01/16/2025,"($10,801.28)",ATM Withdrawal,ATM Cash Withdrawal
txn0004608,146-559-1159,03/02/2025,"$3,097.98",ACH Credit,Payroll Deposit
TXN0005745,900-711-3588,16-Apr-2025,"($27,128.70)",Wire Transfer,INCOMING WIRE
TXN0001682,389-761-2194,04/26/2025,"($7,887.60)",Debit Card,POS PURCHASE
TXN0004402,486-591-4855,05/25/2025,"($2,958.97)",ATM Withdrawal,ATM Cash Withdrawal
txn0002650,681-214-9457,11-Mar-2025,"$39,524.17",ACH Credit,PAYROLL DEPOSIT
TXN0000677,617-521-0419,01/27/2025,"$7,023.33",ACH Credit,Payroll Deposit
TXN0001149,603-794-2642,05/01/2025,"($41,431.30)",Debit Card,POS Purchase
TXN0000541,433-039-1121,04/14/2025,"($7,776.92)",Debit Card,POS Purchase
TXN0005910,170-939-2414,03/05/2025,"$7,420.84",ACH Credit,Payroll Deposit
TXN0002078,758-765-3832,05/18/2025,"$32,517.67",Check Deposit,CHECK DEPOSIT
TXN0001454,609-243-2559,03/31/2025,"($29,027.85)",ACH Debit,Vendor Payment
TXN0000444,745-716-8288,01/21/2025,"$5,096.51",Check Deposit,Check Deposit
TXN0000903,394-584-9376,23-Jan-2025,"($10,311.74)",ACH Debit,VENDOR PAYMENT
txn0002863,229-029-2997,11-Feb-2025,"$20,724.01",ACH Credit,Payroll Deposit
TXN0002903,430-681-6140,06/10/2025,"($2,593.58)",Wire Transfer,INCOMING WIRE
TXN0003230,512-034-5636,03/04/2025,"($26,180.65)",Internal Transfer,Account Transfer
TXN0000526,127-273-2666,04/16/2025,"$3,207.00",ACH Debit,Vendor Payment
 TXN0005699,771-124-5691,05/19/2025,"($24,925.02)",ACH Debit,Vendor Payment
txn0001144,901-980-8747,30-Apr-2025,"$2,109.26",Wire Transfer,Outgoing Wire
TXN0005847,934-517-2164,06-Feb-2025,"($13,288.34)",Debit Card,POS Purchase
TXN0005836,367-836-8002,31-May-2025,"($42,687.52)",Wire Transfer,OUTGOING WIRE
 TXN0005409,343-446-9499,27-Jan-2025,"($12,635.56)",Wire Transfer,OUTGOING WIRE
 TXN0004840, 451-126-8586 ,01/08/2025,"($32,679.09)",ACH Debit,Vendor Payment
TXN0005539,550-474-6171,11-Apr-2025,"$4,937.00",Check Deposit,Check Deposit
TXN0003536,690-196-9329,02-Jan-2025,"($8,343.75)",Wire Transfer,Outgoing Wire
TXN0002606,986-024-3870,21-Jun-2025,"($43,299.86)",Wire Transfer,Outgoing Wire
TXN0003725, 431-331-9517 ,10-May-2025,"($1,273.72)",Internal Transfer,ACCOUNT TRANSFER
TXN0005132,548-145-4812,05-Jan-2025,"($41,251.69)",Wire Transfer,OUTGOING WIRE
TXN0000618,155-395-1943,06/17/2025,"($42,215.14)",Wire Transfer,OUTGOING WIRE
FEE00075,972-599-2990,03/08/2025,($44.13),Service Charge,NSF Fee
TXN0001994,622-639-9303,28-Jan-2025,"($33,272.88)",Debit Card,POS PURCHASE
 TXN0005887,734-261-8151,06-Jan-2025,"$16,867.81",Internal Transfer,ACCOUNT TRANSFER
TXN0005557,509-378-2356,06/17/2025,"$32,855.60",Internal Transfer,Account Transfer
TXN0000997,260-550-7297,04/18/2025,"($2,994.57)",ACH Debit,VENDOR PAYMENT
txn0002213,915-679-1214,04/20/2025,"($41,376.75)",ACH Debit,Vendor Payment
TXN0004594,586-799-7951,01/13/2025,"($26,613.35)",Wire Transfer,OUTGOING WIRE
TXN0003206, 131-781-6786 ,04-May-2025,"($9,931.92)",Wire Transfer,Outgoing Wire
txn0000955,821-977-9323,05/29/2025,"$1,819.34",Internal Transfer,ACCOUNT TRANSFER
TXN0004382,599-816-3440,07-Jan-2025,"($33,689.17)",Wire Transfer,INCOMING WIRE
TXN0001455,728-199-9310,02/06/2025,"($28,070.46)",Wire Transfer,Incoming Wire
TXN0003304,243-760-7648,06/29/2025,"$10,380.46",Check Deposit,Check Deposit
TXN0004539,733-610-4718,05/13/2025,"($21,395.58)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005267,388-856-2164,10-Mar-2025,"($1,254.90)",Wire Transfer,Outgoing Wire
txn0005471,615-515-0168,20-Feb-2025,"($5,884.86)",Debit Card,POS Purchase
 TXN0001820,452-146-4119,27-Feb-2025,"($18,845.99)",Debit Card,POS Purchase
TXN0001235,396-627-4029,02/10/2025,"($35,962.18)",Wire Transfer,OUTGOING WIRE
TXN0001353,419-516-0340,01-May-2025,$437.60,ACH Credit,Payroll Deposit
TXN0002526,471-727-2737,05/28/2025,"($18,846.55)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0004827,626-034-1997,03/26/2025,"($7,669.11)",ACH Debit,Vendor Payment
TXN0004354,105-657-3151,04/30/2025,"($37,387.00)",Internal Transfer,ACCOUNT TRANSFER
TXN0001723,871-656-6211,18-May-2025,"$20,306.57",ACH Credit,Payroll Deposit
FEE00125,580-213-4796,05/27/2025,($60.00),Service Charge,Overdraft Fee
TXN0005357,752-423-1400,15-Jun-2025,"($7,170.07)",Debit Card,POS Purchase
TXN0002766,137-585-3978,06/21/2025,"($28,978.18)",Wire Transfer,INCOMING WIRE
TXN0005311,280-050-7089,04-Mar-2025,"$36,473.71",ACH Credit,Payroll Deposit
 txn0003841,829-837-3505,01/08/2025,"($31,964.95)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003754,190-313-3301,06/11/2025,"($17,425.52)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002249,669-472-7831,02/26/2025,"$2,016.25",ACH Credit,PAYROLL DEPOSIT
TXN0004938,928-140-3350,06/18/2025,"($1,725.35)",Wire Transfer,OUTGOING WIRE
 TXN0005210,364-388-8902,02-Feb-2025,"($19,999.47)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001220,799-030-3987,04/08/2025,"($32,886.54)",Wire Transfer,Outgoing Wire
TXN0000790,807-509-3087,22-Jun-2025,"$38,294.28",Internal Transfer,Account Transfer
TXN0004753,748-242-1891,06/06/2025,"($9,339.29)",Internal Transfer,Account Transfer
 TXN0002542,746-830-1760,06/06/2025,"($9,319.19)",ACH Debit,Vendor Payment
